"gene","beta_age_rna","p_rna","FDR_rna"
"ENSG00000178602.7",0.021774124937191,0.850395808080105,0.894827551963074
"ENSG00000227479.1",0.234978394627475,5.65079730977609e-06,2.66362846274012e-05
"ENSG00000276366.1",0.025611295704152,0.967813952743791,NA
"ENSG00000063660.8",-0.0472589029340247,0.000543637627169004,0.0016615418059629
"ENSG00000218416.4",0.0553849325813622,0.108366081865122,0.175317424202486
"ENSG00000207611.1",0.0105415026821642,0.986849129137813,NA
"ENSG00000144504.15",0.0745634790214325,4.35897226948168e-14,1.08967543397601e-12
"ENSG00000188542.9",0.0842522667153142,9.01818365991965e-06,4.06765022499428e-05
"ENSG00000142327.12",-0.0530842256614049,3.04482015538129e-06,1.52066397809751e-05
"ENSG00000260942.1",0.0347349297675627,0.129412897310588,0.203200067734095
"ENSG00000142330.19",-0.0231425401528111,0.00908128233302371,0.0206641180269327
"ENSG00000178623.11",0.11256705660077,4.93008658906628e-10,5.25337897352787e-09
"ENSG00000276949.1",0.0174797238314349,0.951069886359661,NA
"ENSG00000185176.12",0.0409337294058187,0.535628176249801,0.63528529296826
"ENSG00000219159.4",0.117593373778604,0.103804498888246,0.169138974902707
"ENSG00000184945.13",0.14090811124706,0.065189141655514,0.114193515170733
"ENSG00000274977.1",0.027370583849361,0.881588226384169,NA
"ENSG00000130294.15",0.00761079450910415,0.830847565740934,0.880149947756924
"ENSG00000172482.4",0.0686961514676059,0.345070011970729,0.451817221804255
"ENSG00000172478.17",0.0518739114183277,0.326441131844043,0.432006754845646
"ENSG00000226321.5",0.252575184892325,1.26788752899492e-07,8.45162181357125e-07
"ENSG00000233392.5",0.171482574910412,0.00237369197513961,0.00628337110941623
"ENSG00000223991.1",0.301502759101122,4.32230382122281e-06,2.08937287775672e-05
"ENSG00000162804.13",0.0868300720225612,0.000263713468607085,0.000863230302613379
"ENSG00000229996.1",0.102867991329037,0.0142435154513154,0.0306367264126384
"ENSG00000225521.1",0.143779284941641,0.000323878637440071,0.00104020146857684
"ENSG00000122085.16",0.0249122492361245,0.000267746525047356,0.000874832313587603
"ENSG00000115687.13",0.0414951001891779,0.0235602086542351,0.0475200678183161
"ENSG00000235861.1",0.0486062547544989,0.854283979039338,NA
"ENSG00000115685.14",-0.0126137493749854,0.108898861049298,0.176042141152437
"ENSG00000146205.13",-0.0250146784310584,0.251978198927304,0.351280328114326
"ENSG00000115677.16",-0.0395986058314553,1.07801148493174e-07,7.308079405146e-07
"ENSG00000168385.17",0.0395527559791049,2.44033474762016e-07,1.53224681552152e-06
"ENSG00000223374.1",0.081070929037806,3.33160049761582e-05,0.000132258424091012
"ENSG00000006607.13",0.00902159035951419,0.286158605289913,0.389510781829801
"ENSG00000224232.1",-0.0792786072947832,0.00347704745314889,0.00883185401882521
"ENSG00000115694.14",-0.0830710622758834,4.38189244050104e-13,8.9309120879358e-12
"ENSG00000234235.1",0.0308444772678775,0.690811537549851,0.770349535384442
"ENSG00000176720.4",-0.00476657574697719,0.820790923829138,0.87256593113214
"ENSG00000273113.1",0.0824196378845932,0.149494691929031,0.22903991337149
"ENSG00000176946.11",-0.042049778409049,2.74572799228366e-07,1.70604691660926e-06
"ENSG00000207186.1",0.0892678902210277,0.247672457279584,0.346573394722103
"ENSG00000168397.16",-0.00690942362165001,0.327693291844001,0.433342674235205
"ENSG00000168393.12",-0.00551419006620078,0.647930835122038,0.734257800658448
"ENSG00000168395.15",-0.00388686754020344,0.646165093341528,0.732863250246174
"ENSG00000235351.1",0.0745409262569352,0.00533640066394641,0.0129182509649422
"ENSG00000180902.17",0.0521124936577993,2.07958297925345e-05,8.61316225456093e-05
"ENSG00000215692.2",-0.0102167161231888,0.978041647051295,NA
"ENSG00000234793.1",0.0180639692693027,0.981148770265109,NA
"ENSG00000154252.11",-0.0975952606652365,0.0185575632999947,0.0385694248075162
"ENSG00000215023.2",-0.0305472218585153,0.677497673434266,0.759445054305725
"ENSG00000224272.2",-0.391733422827335,5.17350503011637e-13,1.03866574819589e-11
"ENSG00000204099.11",-0.488190837819138,2.0132765724652e-17,1.02486273293122e-15
"ENSG00000235151.1",0.201846621903526,2.04786582962252e-07,1.30670060649359e-06
"ENSG00000188389.10",0.239433895044261,5.06375481494952e-08,3.66508022017337e-07
"ENSG00000188011.5",0.170075831186519,0.000911029886238626,0.00265090446309078
"ENSG00000233806.7",0.127031904501524,0.000808071475385488,0.00237968261299091
"ENSG00000216921.7",0.130241115343047,0.00885902917420747,0.0202170323711393
"ENSG00000237940.3",0.0879491816523879,0.00604151553539366,0.0144161548501918
"ENSG00000280119.1",0.125926894246184,0.000445772174458432,0.00139187178077268
"ENSG00000226423.1",0.0996223287434865,0.652045736644334,NA
"ENSG00000232002.1",0.0393712847651143,0.894164062121249,NA
"ENSG00000261186.2",-0.00306253210315033,0.923255304171084,0.947122207707645
"ENSG00000220804.8",-0.0241968345656995,0.1009108897175,0.165159061325021
"ENSG00000224160.1",-0.00622642565220493,0.982172056206023,NA
"ENSG00000271153.1",-0.0853961912030421,0.12971503965219,0.203585199099533
"ENSG00000223587.1",0.0505246046422777,0.909277007571696,NA
"ENSG00000224918.1",0.010946865779248,0.986327573810015,NA
"ENSG00000224318.5",0.152893239382244,0.0864662273791631,0.144859077702999
"ENSG00000134121.9",0.0490188191766303,0.101148678827681,0.165455803739498
"ENSG00000231660.1",0.0123292642604032,0.988203939489961,NA
"ENSG00000234661.2",0.0784724506463848,0.636567018076276,NA
"ENSG00000224957.5",0.196156655994984,5.21849471298318e-06,2.47651774869598e-05
"ENSG00000224239.1",0.296921463307035,7.26928246844287e-07,4.1370202928406e-06
"ENSG00000235158.1",0.0429260758557921,0.935214500580359,NA
"ENSG00000134115.12",0.314987108022647,4.32138452901024e-06,2.08937287775672e-05
"ENSG00000232563.1",0.0277631569629187,0.968786719911437,NA
"ENSG00000184423.5",0.0582218513033205,0.617107665896576,NA
"ENSG00000214074.3",-0.00625025141785682,0.987284856278089,NA
"ENSG00000214073.2",-0.0110795371219734,0.868335325436028,0.908416829058885
"ENSG00000144619.14",0.122729418269967,6.77346796168704e-06,3.13864621986542e-05
"ENSG00000227588.2",0.160632553360818,0.161624461381079,NA
"ENSG00000230398.1",0.0242046128884591,0.970040149395373,NA
"ENSG00000225310.1",0.00743986769370438,0.982206821443363,NA
"ENSG00000237990.3",0.0741895511282717,0.327492221024123,0.433112326618523
"ENSG00000091181.19",0.162670272383268,0.00369891150036897,0.00932629305762044
"ENSG00000072756.16",-0.106521841278166,1.40156190605205e-13,3.14940929558684e-12
"ENSG00000113851.14",0.0019690152732865,0.814251243039307,0.867359266262994
"ENSG00000271870.1",0.00747311594102549,0.692375789445275,0.771506503329937
"ENSG00000223727.6",0.12431439444767,0.130722812468757,0.204957239498869
"ENSG00000144455.13",0.0549305967757813,6.50928332064221e-06,3.02711266331439e-05
"ENSG00000175928.5",0.0229841258943108,0.461087924094084,0.56658796392799
"ENSG00000229241.1",0.113352401309154,0.0487046344713562,0.0890041080117115
"ENSG00000170364.12",0.0721747535402371,1.04523854231846e-10,1.28307510663344e-09
"ENSG00000234325.1",0.0274695481106264,0.952840475122921,NA
"ENSG00000231249.1",-0.00860578670634137,0.698109274694831,0.775924744143395
"ENSG00000150995.18",0.0594695708939841,0.000190146607354822,0.000641983877702687
"ENSG00000235947.1",0.388968284560476,1.15704765626247e-08,9.48211907131981e-08
"ENSG00000275981.1",0.0684583365592386,0.637883413517941,NA
"ENSG00000235978.6",0.109552600772653,0.00171754133641853,0.00468980039686589
"ENSG00000235831.6",0.130794011504094,1.1926000443207e-07,7.99836267583059e-07
"ENSG00000134107.4",0.16121748694149,4.27103635660163e-10,4.60286302738376e-09
"ENSG00000230182.1",0.00517012185608438,0.993613996169353,NA
"ENSG00000224082.1",0.0170316037053708,0.934407897357008,NA
"ENSG00000134108.12",-0.125796218344733,7.37023394871323e-10,7.58757343544365e-09
"ENSG00000233912.1",-0.0292302058456233,0.349151237959128,0.456029360007984
"ENSG00000268509.2",0.0536503126650292,0.771918921270681,NA
"ENSG00000134109.10",-0.00918015490480458,0.498000398618096,0.600968723117029
"ENSG00000230944.1",0.0109258942958031,0.985296246288167,NA
"ENSG00000229642.1",0.0328172356948026,0.949745176142168,NA
"ENSG00000189229.10",-0.105021514987013,0.500554888125386,NA
"ENSG00000226258.6",0.115454073080403,0.81980335253272,NA
"ENSG00000196277.15",0.262381230054949,0.00063383915309551,0.00190916050011186
"ENSG00000236152.1",-0.0211255688487339,0.668918600877179,0.752209529787658
"ENSG00000237665.1",-0.0203023995580816,0.977976021626197,NA
"ENSG00000236202.1",0.0292129092988444,0.966409628237649,NA
"ENSG00000270207.1",0.0221784784806084,0.946985080826374,NA
"ENSG00000227110.6",0.0292686834068399,0.345303602454784,0.452064613169928
"ENSG00000228351.1",0.0426126203253491,0.894668797022961,NA
"ENSG00000253081.1",-0.0260564665476752,0.967690266015007,NA
"ENSG00000231401.1",0.0154302911857867,0.91927942137085,NA
"ENSG00000071282.11",0.111717999788459,0.0026007096833445,0.00681655019736537
"ENSG00000224884.1",0.119657593031227,0.122005335393085,0.193473322951348
"ENSG00000125046.14",0.0605152723317307,0.0210266922752055,0.0430104173924932
"ENSG00000215160.2",0.0128235643570611,0.968000440026051,NA
"ENSG00000182533.6",0.0918842486770396,5.80134602560778e-05,0.00021925495306493
"ENSG00000180914.10",0.136710792595112,5.08072129180232e-07,2.99626797558101e-06
"ENSG00000070950.9",0.053488043704253,1.87174987165151e-06,9.77685137205813e-06
"ENSG00000196220.15",0.167859299049078,1.01197115691926e-10,1.24413378822622e-09
"ENSG00000224808.1",0.000571340571187664,0.998740403977936,NA
"ENSG00000228723.6",0.0370280300849226,0.70206589803863,0.779285891577636
"ENSG00000227929.4",0.0651609155357056,0.691644577370614,NA
"ENSG00000235830.1",0.346939126049748,0.00114669657714103,0.00326702067243285
"ENSG00000254485.5",-0.0904333391334144,0.0369808555127103,0.0701662902423637
"ENSG00000214041.4",0.0215952460405792,0.863146514275357,NA
"ENSG00000134077.15",-0.0487804261420967,7.03127866430221e-09,5.97964878331512e-08
"ENSG00000206573.8",-0.0323789421940884,0.00925618583552725,0.0210265827407962
"ENSG00000168137.15",0.00433278215452877,0.624937348498169,0.714739706141384
"ENSG00000156959.8",0.0296999379597263,0.473841498265102,0.578509248611238
"ENSG00000235338.1",0.0265731694380262,0.889339864048082,NA
"ENSG00000163719.19",-0.0751836360782623,1.58510372408589e-07,1.03394326520688e-06
"ENSG00000144550.12",0.0330002469952,0.41420083560484,0.521644396376721
"ENSG00000156983.15",-0.0462050307343177,6.82352235641922e-05,0.00025319479605124
"ENSG00000114026.21",-0.019392403129039,0.0828007285685927,0.139668527281881
"ENSG00000134072.10",0.107566631616294,1.16396957448686e-13,2.65344129436569e-12
"ENSG00000171148.13",-0.0778527532974844,3.52983735324988e-17,1.71815632981527e-15
"ENSG00000241553.12",-0.0960196565752342,1.24808016656316e-12,2.31530726581259e-11
"ENSG00000214021.15",0.183584818563064,2.00686192260387e-29,1.22013418362386e-26
"ENSG00000269886.1",0.0997767679527378,0.0106800870939831,0.0238558468341478
"ENSG00000156990.14",-0.0351548674001257,0.000263433670304406,0.000862402027656087
"ENSG00000187288.10",-0.0435094003230609,0.351895950348221,0.458899736852909
"ENSG00000171135.13",-0.0981896480169841,6.35689843164372e-15,1.87925080883354e-13
"ENSG00000163701.18",0.10990271921717,2.20477615763565e-08,1.71274113132819e-07
"ENSG00000163702.18",-0.0257861355157386,0.145812967321805,0.224402103639819
"ENSG00000212327.1",-0.0162016793933684,0.76666154337885,0.831033569223153
"ENSG00000163703.17",-0.000597809964771324,0.957743788087381,0.97201292941923
"ENSG00000269894.1",0.121558678999814,2.7698443111304e-05,0.00011195771856191
"ENSG00000163704.11",-0.14981065806482,1.22213768955303e-11,1.81562668374676e-10
"ENSG00000230082.1",-0.187327467738605,1.95631512076814e-08,1.53228833584132e-07
"ENSG00000269982.1",-0.0865672198553695,1.58765352848043e-11,2.30238342251237e-10
"ENSG00000125037.12",-0.129737142214508,4.77817776614927e-19,3.49925504905973e-17
"ENSG00000180385.8",-0.0090942696002462,0.653702163097163,0.739200056200164
"ENSG00000232901.1",0.0629193292972505,0.0607845729609487,0.107595105170328
"ENSG00000206567.9",-0.00759616983902648,0.789836868026718,0.848901417511922
"ENSG00000186162.10",-0.0761716080717002,1.70986422742509e-11,2.46188360144409e-10
"ENSG00000144554.10",0.101649834297005,8.93341396659522e-07,5.00587515787123e-06
"ENSG00000229217.1",0.0287967537151521,0.871340387749531,NA
"ENSG00000163705.12",-0.0185832974481469,0.901696447187131,NA
"ENSG00000254999.3",0.00139765446980117,0.839292836025618,0.886339588966279
"ENSG00000134086.7",-0.0191848833845746,0.0376801957643713,0.0713168251462752
"ENSG00000134070.4",-0.153168644955041,5.18157559782845e-08,3.74061927211981e-07
"ENSG00000157014.10",-0.0427498278302229,1.21984901117384e-06,6.63972883227274e-06
"ENSG00000231177.4",0.0919726681713391,1.84409211577494e-05,7.72519243975764e-05
"ENSG00000157017.15",0.0606163355142911,0.0137499699748716,0.0297247155966863
"ENSG00000240288.7",0.0823712925534083,3.64561555891491e-06,1.79074192309322e-05
"ENSG00000157020.17",-0.0514658140630816,2.79082058471069e-11,3.82317101748651e-10
"ENSG00000157087.17",0.169789924445985,0.000320814107627142,0.0010308728550129
"ENSG00000236999.1",0.0155719634223765,0.980434562301154,NA
"ENSG00000224771.1",0.0306639350994447,0.956954882067148,NA
"ENSG00000226567.1",0.0543282564659432,0.78793697549972,NA
"ENSG00000230599.2",0.00838798614941297,0.990385575814319,NA
"ENSG00000132164.9",-0.0155995436230687,0.775458708597893,0.837723144935963
"ENSG00000157103.10",0.158848218376047,1.52337224786978e-10,1.80469205673191e-09
"ENSG00000232287.2",0.162070857263353,0.000491388664817834,0.00151841359286777
"ENSG00000196639.6",0.148670289797702,1.48857142151672e-07,9.77904932019025e-07
"ENSG00000213964.3",-0.0137728140983694,0.908693312993603,NA
"ENSG00000197548.12",0.0188695330478051,0.0111991126607076,0.0248669382074133
"ENSG00000226621.1",-0.01916776302777,0.965195988335909,NA
"ENSG00000235240.1",0.0358150119478302,0.890428288892307,NA
"ENSG00000270531.1",0.0574577835148338,0.700101759622005,NA
"ENSG00000144560.14",0.0930360095993228,1.23065914207045e-09,1.20937875983336e-08
"ENSG00000271716.1",0.193126466490815,0.00210216235896982,0.00562607788148543
"ENSG00000272483.1",0.0768762402463841,0.107065526541293,0.173592254289024
"ENSG00000144559.10",0.00697411235126163,0.511372763347543,0.613224835448918
"ENSG00000230342.2",-0.00919537676240502,0.965965933094336,NA
"ENSG00000224263.1",0.0205793480698783,0.978169398208163,NA
"ENSG00000225275.4",0.019175938655136,0.967809428279036,NA
"ENSG00000231897.1",0.00122757548413183,0.99831689628976,NA
"ENSG00000263988.2",0.0176956392743513,0.98716697481906,NA
"ENSG00000157152.16",-0.0574145760758946,0.0458939461898507,0.0846212307207347
"ENSG00000226642.1",-0.011210463015214,0.812447399390773,0.866067637639569
"ENSG00000157150.4",-0.0678682977998281,0.00284371113774704,0.00738201111670209
"ENSG00000233026.1",0.0293637336503777,0.873849089571898,NA
"ENSG00000236062.1",0.0528269728610071,0.62858511371615,NA
"ENSG00000132170.19",0.0488446986368674,0.00311138281621216,0.00799123931825317
"ENSG00000225026.1",0.0282668560397779,0.688818902472066,0.768614628794886
"ENSG00000154743.17",-0.00812131129022709,0.367099385593673,0.474262027984321
"ENSG00000200114.1",0.0602511404314667,0.636693658803105,NA
"ENSG00000251774.1",0.0713778752344785,0.748213824887642,NA
"ENSG00000225526.4",0.159351879807239,4.94060771823676e-05,0.000189480126761179
"ENSG00000075975.15",0.0241102499758459,0.0171775318382518,0.0360617374698019
"ENSG00000274514.1",0.129741050642262,0.00470523131449466,0.0115535067169825
"ENSG00000132155.11",-0.0825407644086838,5.69495942577562e-14,1.38184245163229e-12
"ENSG00000233252.1",0.0166604264683402,0.973932957111003,NA
"ENSG00000088726.15",0.107070270174897,0.0013613155140288,0.0038100990018718
"ENSG00000213943.3",-0.190626004121667,3.45331957424279e-06,1.70590704646368e-05
"ENSG00000144712.11",-0.0504295299293463,0.00609328675707389,0.0145192619369365
"ENSG00000272263.1",0.0912972910392486,0.00168117564421755,0.00459946703885398
"ENSG00000144713.12",0.0115030539336446,0.27500237972607,0.377032790788969
"ENSG00000232746.1",-0.0546784468851654,0.697064883951039,NA
"ENSG00000144711.13",-0.0065600810560691,0.641452333233052,0.728775069944597
"ENSG00000231362.1",0.0104151432023863,0.943662967227124,NA
"ENSG00000132182.11",0.122020738778384,1.63516774351569e-09,1.56955645514763e-08
"ENSG00000223398.1",0.0281714438967405,0.947472553503262,NA
"ENSG00000244502.2",0.00743558690898113,0.975649168955016,NA
"ENSG00000163517.14",-0.0535875815298647,0.00256726399489016,0.00673765659776393
"ENSG00000163520.13",0.175689519771966,4.8361951979017e-14,1.19598402042967e-12
"ENSG00000224514.2",0.045332345796653,0.827437016121105,NA
"ENSG00000154764.5",0.190488807465427,0.00634221556374103,0.0150379111192367
"ENSG00000233121.1",0.0645284216245112,0.2265928842438,0.322870112091865
"ENSG00000275340.1",0.0341680558590378,0.365654297024835,0.472812135354385
"ENSG00000180438.15",-0.00714100213940367,0.857538642280077,0.900021746797959
"ENSG00000224752.1",0.0893021046241669,0.574987494579374,NA
"ENSG00000163528.12",-0.0836399627435697,5.99138441575912e-16,2.21653708414473e-14
"ENSG00000170876.7",-0.0641151385969708,0.00141630620739539,0.00394846481227331
"ENSG00000228242.6",-0.0386403662937405,0.0496354639957916,0.0904184750123685
"ENSG00000154767.14",-0.00902167062952505,0.524070637107218,0.624523969656283
"ENSG00000170860.3",-0.000740914488359376,0.93867099072691,0.958268766132088
"ENSG00000255021.1",0.287246221730693,0.000970877280285374,0.00280856258215599
"ENSG00000251576.1",0.337927633698414,4.74278396701082e-13,9.58762407584629e-12
"ENSG00000199609.1",-0.0760192772125984,0.304408573077312,0.408740622146438
"ENSG00000131389.16",-0.167884033818995,1.29370031603219e-08,1.0493075068419e-07
"ENSG00000144596.12",0.0705302572065182,0.0139625515642039,0.03011682837227
"ENSG00000207163.1",0.0353708315559754,0.787308072980623,NA
"ENSG00000234123.1",0.0995303158811531,0.228366443532749,0.324942679058366
"ENSG00000283392.1",0.0975661357695934,0.455292965199841,NA
"ENSG00000235629.1",0.0315374971694666,0.788250582879604,NA
"ENSG00000154781.15",-0.0694927952731772,4.22405862053391e-10,4.55986066765374e-09
"ENSG00000131379.9",0.118932712266025,4.28514498684108e-05,0.000166401815992986
"ENSG00000230172.1",0.0706086280388221,0.714587077837277,NA
"ENSG00000260902.1",0.0763041916413511,0.57085682782238,NA
"ENSG00000154783.11",0.0405921968440178,0.0111813543268875,0.0248360640018815
"ENSG00000225733.5",-0.0825934457002004,7.19224438674938e-16,2.60986138371875e-14
"ENSG00000177463.15",0.0174920640368624,0.0751901640946317,0.128861432699783
"ENSG00000131368.7",0.0482425616774728,3.58126901794253e-06,1.76316625768009e-05
"ENSG00000131381.12",-0.0574499431610872,2.29583783326769e-11,3.22319179902878e-10
"ENSG00000228874.1",0.102473180900683,0.330662666873184,0.436484353104205
"ENSG00000227578.1",0.0800327924972485,0.33733589259218,0.4436724272244
"ENSG00000230524.8",0.0865009858654104,0.109428385321464,0.176756267675882
"ENSG00000131375.9",-0.000162868392860073,0.992504530658476,0.995187282729203
"ENSG00000224660.1",0.124083834591714,2.46207532519093e-09,2.27844495128166e-08
"ENSG00000131370.15",-0.00477567630929387,0.866812174702738,0.9072724194584
"ENSG00000226427.1",0.134067172751378,0.109543739624731,0.176907127846826
"ENSG00000206562.11",-0.0436220492566833,3.43195505661037e-06,1.69665369421841e-05
"ENSG00000144597.13",-0.081627184484068,5.43450674337554e-12,8.77774991437545e-11
"ENSG00000206926.1",-0.061588918895032,0.643774530515574,NA
"ENSG00000249786.7",-0.0739815594072551,0.0761750999777618,0.130244627325874
"ENSG00000206561.12",0.0730659522213886,0.0504202497734253,0.0917179467341697
"ENSG00000241064.3",0.0537864643694052,0.787384567491556,NA
"ENSG00000131373.14",-0.0452526603995446,0.000124484094805008,0.000435484853642578
"ENSG00000169814.12",-0.022693397307262,0.131495783168706,0.20597650642592
"ENSG00000206560.11",-0.102352562666432,3.72994404470837e-15,1.15567295146767e-13
"ENSG00000279465.1",0.114393740729344,0.0802169506454088,0.135929259604912
"ENSG00000270409.1",0.111073064171506,0.00346959744893437,0.00881571034513579
"ENSG00000263740.2",0.0188676635353472,0.744231485110316,0.813479346835472
"ENSG00000207815.1",-0.0062957361027658,0.98982287217377,NA
"ENSG00000224728.1",0.0686989200159805,0.0192687609584857,0.0398675538952924
"ENSG00000131386.17",0.0448253810615241,0.225377744970078,0.321541976276049
"ENSG00000154813.9",-0.171163189257485,2.69676106466052e-30,1.84888791035225e-27
"ENSG00000154814.13",-0.011373086734374,0.520027658775739,0.620869347204909
"ENSG00000270739.1",0.101674837683359,0.259993557008288,0.360349314631975
"ENSG00000131378.13",0.00497293216239375,0.802925866224122,0.859307893878734
"ENSG00000271964.1",0.124407920814519,2.95855418320805e-06,1.48194452736691e-05
"ENSG00000272498.1",-0.0166079739098811,0.561871581320309,0.658322593443543
"ENSG00000272529.1",-0.00838807458221699,0.775605617581046,0.837797586916766
"ENSG00000269391.1",-0.0263968884191005,0.964817498242846,NA
"ENSG00000233570.1",0.072744795008546,0.818692040499245,NA
"ENSG00000092345.13",-0.0591527245121659,0.578591665072401,0.673527048226437
"ENSG00000224039.1",0.0148911538098684,0.978051575677391,NA
"ENSG00000154822.17",-0.00757039001762909,0.648273859321672,0.734556880544421
"ENSG00000226441.2",0.0215824031168562,0.794473188290172,0.852718324770975
"ENSG00000131374.14",0.00232082801405524,0.770709632630185,0.834018755826391
"ENSG00000231780.1",0.031389478394582,0.948654080228034,NA
"ENSG00000227309.1",0.00280040148103652,0.972378598876094,0.98169985350332
"ENSG00000233133.1",-0.0449961943470863,0.757310948630667,NA
"ENSG00000213383.2",-0.0510636471924478,0.386488818666303,0.494383189682913
"ENSG00000214286.2",-0.0377129643915553,0.877000484602882,NA
"ENSG00000226238.1",0.00262945620678688,0.997720752615781,NA
"ENSG00000274840.4",0.0314853519360371,0.931536748887028,NA
"ENSG00000182568.16",0.0268919898876693,0.0926230779262295,0.153500565345809
"ENSG00000272477.1",0.00968247124210099,0.968027430964046,NA
"ENSG00000228956.8",0.184345326818359,5.35258164160711e-06,2.53499265822283e-05
"ENSG00000236570.1",-0.114739556013013,0.00928984940312109,0.0210807617828712
"ENSG00000183960.8",0.323671238362439,4.77937857163592e-15,1.45151664197761e-13
"ENSG00000163576.17",0.137897177237228,0.00143173361729541,0.0039871015772284
"ENSG00000232953.1",0.0218205353987073,0.853690276821712,0.897277813637509
"ENSG00000144566.10",-0.0587394765472811,1.13570692113349e-09,1.12297806043701e-08
"ENSG00000183977.13",-0.0597429756024629,0.016557843775717,0.0349321276081567
"ENSG00000201545.1",0.00233760748673026,0.995511301072852,NA
"ENSG00000230697.1",0.107640673348491,0.240420059314481,0.338565491272202
"ENSG00000229468.1",0.0571766448612239,0.623775406954574,NA
"ENSG00000114166.7",-0.0408137238987812,0.00411866359394837,0.0102519588030569
"ENSG00000129810.14",-0.162787445612378,0.000463042371088413,0.00144007473444474
"ENSG00000231304.2",-0.253325082245255,1.06120568300115e-07,7.20202837475694e-07
"ENSG00000261734.1",0.0645940448294221,0.75914840590017,NA
"ENSG00000282987.1",0.0937293903406224,0.842820251850257,NA
"ENSG00000236380.5",0.0148679378273223,0.982945729260766,NA
"ENSG00000151789.10",0.131444884549679,5.019027449061e-09,4.38050166552255e-08
"ENSG00000225542.1",0.129445447291438,0.341913723405556,NA
"ENSG00000223351.5",0.0238431626998029,0.966084451452049,NA
"ENSG00000132967.9",-0.00574603042075361,0.778053327873149,0.839878475898847
"ENSG00000234723.1",0.416014255672517,3.38311058070605e-06,1.67507640199894e-05
"ENSG00000271235.1",0.0415239840095531,0.914531422895115,NA
"ENSG00000226183.1",0.0159105241220736,0.984271808274813,NA
"ENSG00000231915.2",0.349185251533801,7.1916706283202e-05,0.000265115207249012
"ENSG00000215016.2",0.00106876413852187,0.978573390548804,0.98593898801711
"ENSG00000233153.5",0.0907444248338442,0.143612698533913,0.221576824747822
"ENSG00000182247.9",0.0249674060505558,0.0441037411783458,0.0817648496628409
"ENSG00000206728.1",0.01487517899722,0.905413859397215,NA
"ENSG00000228171.1",0.0628291406397787,0.579328341880379,NA
"ENSG00000252562.1",0.00811849734882983,0.981202324846734,NA
"ENSG00000223791.1",0.1966609674728,0.00143284089447559,0.00398984031651286
"ENSG00000170142.11",-0.0298333298658493,0.000268910530823955,0.000877923407775106
"ENSG00000231395.1",0.101249909989531,0.00335256541832842,0.00854581303144167
"ENSG00000197885.10",-0.0641204955994361,5.59512704919363e-10,5.89960009509707e-09
"ENSG00000174748.18",0.00696190637593381,0.423942210546478,0.531461634393057
"ENSG00000174738.12",0.00818042707463053,0.624158117850894,0.71401417299095
"ENSG00000224074.3",-0.314164077925819,8.59895014011978e-09,7.21009550780847e-08
"ENSG00000151090.17",-0.0614578654163994,0.000292880113587801,0.00094915778941363
"ENSG00000229756.1",-0.000979365778546699,0.992562110677191,0.995187282729203
"ENSG00000224822.1",0.0727820685861186,0.16927147972873,0.254203052211346
"ENSG00000228791.7",-0.0377529675372998,0.0565131323184006,0.101128597917245
"ENSG00000233544.1",0.144679385772688,0.338976272961178,NA
"ENSG00000237838.1",0.153624162670942,0.224176339335172,NA
"ENSG00000244404.3",0.00945026021936484,0.991808122887546,NA
"ENSG00000077092.18",0.0849805495589354,1.15764974185758e-05,5.06283219759457e-05
"ENSG00000213877.3",0.0256099851672508,0.972218438625121,NA
"ENSG00000229421.1",0.0101771109566925,0.989728849088368,NA
"ENSG00000077097.15",-0.0230366596296442,0.00377308263223469,0.00949028504086321
"ENSG00000275227.1",0.0576440815829894,0.230774609669655,0.327689166147503
"ENSG00000151092.16",-0.111669820035255,2.18122094857849e-23,4.23406521843643e-21
"ENSG00000213872.3",0.0968762415247547,0.00627843961795518,0.0149097324643946
"ENSG00000213871.3",0.18320530285994,0.000271142074456128,0.000883865560465332
"ENSG00000151093.7",-0.0630883803581872,1.17203143194976e-06,6.41085873904553e-06
"ENSG00000230891.6",0.00959272976106595,0.985876154376505,NA
"ENSG00000234158.1",-0.00813472536314532,0.993020164959822,NA
"ENSG00000237603.1",0.096169332524804,0.712018353546146,NA
"ENSG00000230465.1",-0.0145786929224128,0.98315409702292,NA
"ENSG00000225386.1",-0.020708196972727,0.718596453099417,0.792746533884163
"ENSG00000179796.11",-0.0267960573538915,0.592743855550736,0.686580583680627
"ENSG00000234165.1",-0.0413012947032437,0.488821587478794,0.592265388732061
"ENSG00000163491.16",0.0308168913187326,0.30913139293073,0.413726732570946
"ENSG00000224237.1",0.0413972306155645,0.648229676551447,NA
"ENSG00000207251.1",0.00696105233571432,0.990782228726513,NA
"ENSG00000033867.16",0.0550247379453821,0.00493768472049962,0.0120627001325746
"ENSG00000227523.1",0.187249261831012,0.191872134963137,NA
"ENSG00000230807.1",-0.0700971436311052,0.295492243785724,0.399330924824164
"ENSG00000223968.1",0.0283392352678615,0.902630496526046,NA
"ENSG00000213846.5",0.173426334947188,9.41961730255332e-12,1.44951446198747e-10
"ENSG00000271943.1",0.255328555081542,5.47959554811442e-05,0.000208070949030039
"ENSG00000272282.1",0.108902993115409,0.131644812626662,0.206132017943969
"ENSG00000163508.12",0.217221463335962,1.44821127924117e-07,9.53723933190029e-07
"ENSG00000225548.5",-0.00946200652781591,0.981424875524162,NA
"ENSG00000229243.1",0.0756255274988954,0.879449033725871,NA
